job_id,job_title,company,location,city,state,country,industry,salary,salary_min,salary_max,currency,experience,experience_min,experience_max,employment_type,posting_date,job_description,skills
JOB-000876,Senior Software Engineer - Data,Helix Analytics,Bangalore,Bangalore,Karnataka,India,E-commerce,32 LPA,3289999.0,4269754.0,INR,9-11 years,9.0,11.0,Full-time,2026-05-26,"We are hiring a Other at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Python is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Python, SQL"
JOB-000877,Data Analytics Associate,Skyline Digital,Delhi,Delhi,Delhi,India,Banking,,869999.0,1373685.0,INR,3-5 years,3.0,5.0,Full-time,2026-02-05,"We are hiring a Data Analyst at Skyline Digital to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,SQL is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, SQL, Tableau"
JOB-000878,Data Analytics Engineer,AnalyticsHub,Ahmedabad,Ahmedabad,Gujarat,India,Finance,15 LPA,1595000.0,2694014.0,INR,3-4 years,3.0,4.0,Full-time,2026-05-20,"We are hiring a Analytics Engineer at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with Looker, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Looker,SQL,Snowflake is required. If you are passionate about data and want to grow your career, apply today!","Looker, SQL, Snowflake"
JOB-000879,Senior Junior Business Analyst,Stratum Consulting,Pune,Pune,Maharashtra,India,Information Technology,21 LPA,2156000.0,3311312.0,INR,8-8 years,8.0,8.0,Full-time,2026-06-07,"We are hiring a Business Analyst at Stratum Consulting to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,SQL is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, SQL"
JOB-000880,Data Analyst I,Zenith Analytics,Pune,Pune,Maharashtra,India,,6 LPA,600000.0,812035.0,INR,0-3 years,0.0,3.0,Contract,2025-10-22,"We are hiring a Data Analyst at Zenith Analytics to join our data team in India. The ideal candidate will have strong experience with Data Visualization, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,SQL,Tableau is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, SQL, Tableau"
JOB-000881,Data Engineer - ETL,Quantum Data Labs,Hyderabad,Hyderabad,Telangana,India,Banking,26 LPA,,3672156.0,INR,7-10 years,7.0,10.0,Internship,2025-09-14,"We are hiring a Data Engineer at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker, Hadoop, Kafka and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, Hadoop, Kafka, Spark"
JOB-000882,Junior Data Analyst,Orbit Tech Solutions,Bangalore,Bangalore,Karnataka,India,Healthcare,6 LPA,690000.0,844086.0,INR,1-1 years,1.0,1.0,Contract,,"We are hiring a Data Analyst at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau"
JOB-000883,Database Administrator,Meridian Data,Bangalore,Bangalore,Karnataka,India,Consulting,,1000000.0,1595647.0,INR,Fresher,0.0,1.0,Full-time,2026-01-30,"We are hiring a Other at Meridian Data to join our data team in India. The ideal candidate will have strong experience with Excel, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Excel, Python, SQL"
JOB-000884,Senior Business Analyst,Meridian Data,Delhi,Delhi,Delhi,India,Finance,18 LPA,1861999.0,2713700.0,INR,6-7 years,,7.0,Full-time,2026-07-10,"We are hiring a Business Analyst at Meridian Data to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics"
JOB-000885,Senior Data Scientist,Nexora Data Labs,Pune,Pune,Maharashtra,India,Telecommunications,39 LPA,3947999.0,5160665.0,INR,9-9 years,9.0,9.0,Full-time,2026-01-08,,"Machine Learning, Python, Statistics"
JOB-000886,,Crestwave Systems,Mumbai,Mumbai,Maharashtra,India,Finance,36 LPA,3696000.0,4832617.0,INR,8-11 years,8.0,11.0,Full-time,2026-03-19,"We are hiring a Data Scientist at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Pandas, R, SQL and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Pandas,R,SQL is required. If you are passionate about data and want to grow your career, apply today!","Pandas, R, SQL, TensorFlow"
JOB-000887,BI Consultant,InfoSphere Systems,Kolkata,Kolkata,West Bengal,India,E-commerce,12 LPA,1280000.0,2022487.0,INR,4-4 years,4.0,4.0,Internship,2025-12-15,"We are hiring a BI Analyst at InfoSphere Systems to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Looker, Power BI and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Looker,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Looker, Power BI, SQL"
JOB-000888,Data Engineer - ETL,Vertex Insights,Ahmedabad,Ahmedabad,Gujarat,India,Finance,20 LPA,2080000.0,2648421.0,INR,4-6 years,4.0,6.0,Full-time,2026-02-22,"We are hiring a Data Engineer at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, Python, SQL"
JOB-000889,Junior Data Scientist,Skyline Digital,Chennai,Chennai,Tamil Nadu,India,Banking,21 LPA,2100000.0,2965620.0,INR,5-8 years,5.0,8.0,Full-time,2025-10-05,"We are hiring a Data Scientist at Skyline Digital to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Pandas, Scikit-learn and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Pandas is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Pandas, Scikit-learn, Statistics"
JOB-000890,Business Analyst,Helix Analytics,Bangalore,Bangalore,Karnataka,India,Banking,9 LPA,,1388754.0,INR,2-5 years,2.0,5.0,Internship,2026-06-03,"We are hiring a Business Analyst at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Power BI,SQL is required. If you are passionate about data and want to grow your career, apply today!","Excel, Power BI, SQL, Statistics"
JOB-000891,Senior Software Engineer - Data,Helix Analytics,Mumbai,Mumbai,Maharashtra,India,Consulting,24 LPA,2449999.0,,INR,5-5 years,5.0,5.0,Full-time,2026-05-26,"We are hiring a Other at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Python is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Python, SQL"
JOB-000892,Data QA Engineer,Quantum Data Labs,Gurgaon,Gurgaon,Haryana,India,E-commerce,17 LPA,,2755713.0,INR,5-7 years,5.0,7.0,Full-time,2026-02-24,"We are hiring a Other at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, SQL"
JOB-000893,Applied ML Engineer,TechNova Solutions,Kochi,Kochi,Kerala,India,Telecommunications,21 LPA,2175000.0,3207062.0,INR,3-5 years,3.0,5.0,Full-time,2025-12-19,"We are hiring a Machine Learning Engineer at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with Machine Learning, PyTorch, SQL and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,PyTorch,SQL is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, PyTorch, SQL, TensorFlow"
JOB-000894,Data Engineer,CloudBridge Tech,Gurgaon,Gurgaon,Haryana,India,Telecommunications,18 LPA,1884999.0,2406369.0,INR,3-3 years,3.0,3.0,Full-time,2026-02-19,"We are hiring a Data Engineer at CloudBridge Tech to join our data team in India. The ideal candidate will have strong experience with Hadoop, Kafka, PostgreSQL, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Hadoop,Kafka,PostgreSQL is required. If you are passionate about data and want to grow your career, apply today!","Hadoop, Kafka, PostgreSQL, SQL, Spark"
JOB-000895,BI Consultant,Pinnacle Data Corp,Bangalore,Bangalore,Karnataka,India,Finance,10 LPA,,1585293.0,INR,2-4 years,2.0,4.0,Full-time,2026-08-01,"We are hiring a BI Analyst at Pinnacle Data Corp to join our data team in India. The ideal candidate will have strong experience with Excel, Looker, Power BI and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Looker,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Excel, Looker, Power BI, Tableau"
JOB-000896,Data Analytics Engineer,Nexora Data Labs,Gurgaon,Gurgaon,Haryana,India,Telecommunications,11 LPA,1100000.0,1380384.0,INR,Fresher,0.0,0.0,Full-time,2026-07-10,"We are hiring a Analytics Engineer at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Git, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Git is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Git, SQL, Snowflake"
JOB-000897,Senior AI Engineer,Crestwave Systems,Delhi,Delhi,Delhi,India,Finance,39 LPA,3990000.0,5090539.0,INR,6-8 years,6.0,8.0,Full-time,2026-08-10,"We are hiring a Machine Learning Engineer at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Kubernetes, NLP, PyTorch, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Kubernetes,NLP,PyTorch is required. If you are passionate about data and want to grow your career, apply today!","Kubernetes, NLP, PyTorch, SQL, Spark"
JOB-000898,Business Analyst,Alpha Analytics,Hyderabad,Hyderabad,Telangana,India,Healthcare,12 LPA,1225000.0,1741974.0,INR,5-7 years,5.0,7.0,Contract,2026-04-14,"We are hiring a Business Analyst at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, SQL, Statistics"
JOB-000899,Junior Data Engineer,Stratum Consulting,Delhi,Delhi,Delhi,India,Manufacturing,14 LPA,1495000.0,1812985.0,INR,1-4 years,1.0,4.0,Full-time,2026-08-02,"We are hiring a Data Engineer at Stratum Consulting to join our data team in India. The ideal candidate will have strong experience with Airflow, Hadoop, Kafka, PostgreSQL, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Hadoop,Kafka is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark"
JOB-000900,Senior Junior Data Scientist,FusionWorks,Ahmedabad,Ahmedabad,Gujarat,India,,39 LPA,3947999.0,5616364.0,INR,9-12 years,9.0,12.0,Internship,2026-03-06,"We are hiring a Data Scientist at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Machine Learning, Pandas, R and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,Pandas,R is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, Pandas, R, TensorFlow"
JOB-000901,Senior Business Analyst,Helix Analytics,Bangalore,Bangalore,Karnataka,India,Telecommunications,18 LPA,,2825820.0,INR,6-9 years,6.0,,Full-time,2026-06-16,"We are hiring a Business Analyst at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, SQL, Statistics"
JOB-000902,Power BI Developer,Crestwave Systems,Hyderabad,Hyderabad,Telangana,India,Manufacturing,12 LPA,1280000.0,2159558.0,INR,4-5 years,4.0,5.0,Full-time,2026-01-12,"We are hiring a BI Analyst at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, Tableau"
JOB-000903,ML Engineer,InfoSphere Systems,Noida,Noida,Uttar Pradesh,India,Banking,26 LPA,2625000.0,4186505.0,INR,5-8 years,5.0,8.0,Full-time,2026-01-12,"We are hiring a Machine Learning Engineer at InfoSphere Systems to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Kubernetes, Machine Learning, NLP, PyTorch, SQL, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Kubernetes,Machine Learning is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Kubernetes, Machine Learning, NLP, PyTorch, SQL, Spark, TensorFlow"
JOB-000904,Senior Software Engineer - Data,Meridian Data,Gurgaon,Gurgaon,Haryana,India,Healthcare,24 LPA,2449999.0,3116870.0,INR,5-7 years,5.0,,Full-time,2026-04-14,"We are hiring a Other at Meridian Data to join our data team in India. The ideal candidate will have strong experience with Excel, Git and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Git,SQL is required. If you are passionate about data and want to grow your career, apply today!","Excel, Git, SQL"
JOB-000905,Senior Business Analyst,AnalyticsHub,Chennai,Chennai,Tamil Nadu,India,,18 LPA,1861999.0,3082930.0,INR,6-7 years,6.0,7.0,Full-time,2026-03-20,,"Data Visualization, Excel, SQL"
JOB-000906,Data Science Specialist,CloudBridge Tech,Kochi,Kochi,Kerala,India,Manufacturing,13 LPA,1380000.0,1757624.0,INR,1-4 years,1.0,4.0,Contract,2026-06-20,"We are hiring a Data Scientist at CloudBridge Tech to join our data team in India. The ideal candidate will have strong experience with NumPy, Python, Scikit-learn, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,Python,Scikit-learn is required. If you are passionate about data and want to grow your career, apply today!","NumPy, Python, Scikit-learn, Statistics, TensorFlow"
JOB-000907,Data Operations Executive,TechNova Solutions,Noida,Noida,Uttar Pradesh,India,Consulting,10 LPA,1000000.0,1522586.0,INR,0-3 years,0.0,3.0,Full-time,2025-10-27,"We are hiring a Other at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with AWS, Excel and Python. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Python is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Python"
JOB-000908,Senior Data Operations Executive,Nimbus Data,Kochi,Kochi,Kerala,India,Manufacturing,26 LPA,2660000.0,4458958.0,INR,6-8 years,6.0,8.0,Internship,2025-09-11,"We are hiring a Other at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Git,Python is required. If you are passionate about data and want to grow your career, apply today!","Excel, Git, Python, SQL"
JOB-000909,Senior BI Engineer,Alpha Analytics,Delhi,Delhi,Delhi,India,Telecommunications,31 LPA,3156999.0,4546108.0,INR,7-7 years,7.0,7.0,Contract,2025-10-31,"We are hiring a Analytics Engineer at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Looker, Python and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Looker is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Looker, Python, Snowflake"
JOB-000910,Junior Data Engineer,Zenith Analytics,Gurgaon,Gurgaon,Haryana,India,Banking,20 LPA,,3387301.0,INR,4-4 years,4.0,4.0,Full-time,2026-04-18,"We are hiring a Data Engineer at Zenith Analytics to join our data team in India. The ideal candidate will have strong experience with Airflow, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Python, SQL, Spark"
JOB-000911,Business Analytics Consultant,AnalyticsHub,Kolkata,Kolkata,West Bengal,India,Telecommunications,10 LPA,1015000.0,1657327.0,INR,3-6 years,3.0,6.0,Full-time,2026-07-31,"We are hiring a Business Analyst at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics"
JOB-000912,BI Engineer,Pinnacle Data Corp,Pune,Pune,Maharashtra,India,Finance,11 LPA,1100000.0,1618564.0,INR,0-2 years,0.0,2.0,Full-time,2026-06-03,"We are hiring a Analytics Engineer at Pinnacle Data Corp to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Git, Looker, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Git is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Git, Looker, Python, SQL, Snowflake"
JOB-000913,Senior Data Analyst,Nexora Data Labs,Gurgaon,Gurgaon,Haryana,India,Manufacturing,18 LPA,1848000.0,2485495.0,INR,8-10 years,8.0,10.0,Full-time,2026-03-16,"We are hiring a Data Analyst at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL"
JOB-000914,Data Analytics Engineer,Zenith Analytics,Hyderabad,Hyderabad,Telangana,India,Manufacturing,12 LPA,1264999.0,2107166.0,INR,1-2 years,1.0,2.0,Full-time,2026-04-26,"We are hiring a Analytics Engineer at Zenith Analytics to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Git, Looker, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Git is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Git, Looker, Python, SQL, Snowflake"
JOB-000915,Data Operations Executive,AnalyticsHub,Hyderabad,Hyderabad,Telangana,India,Manufacturing,11 LPA,,1613948.0,INR,1-1 years,,1.0,Contract,2025-12-31,"We are hiring a Other at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL"
JOB-000916,Machine Learning Engineer,FusionWorks,Kochi,Kochi,Kerala,India,E-commerce,21 LPA,2175000.0,3194733.0,INR,3-6 years,3.0,6.0,Contract,2026-02-21,"We are hiring a Machine Learning Engineer at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Kubernetes, NLP, PyTorch, Python, SQL, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Kubernetes,NLP,PyTorch is required. If you are passionate about data and want to grow your career, apply today!","Kubernetes, NLP, PyTorch, Python, SQL, Spark, TensorFlow"
JOB-000917,Big Data Engineer,Vertex Insights,Hyderabad,Hyderabad,Telangana,India,Finance,18 LPA,1884999.0,2760966.0,INR,3-4 years,3.0,4.0,Full-time,2026-01-31,"We are hiring a Data Engineer at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, SQL"
JOB-000918,Junior Data Analyst,Pinnacle Data Corp,Bangalore,Bangalore,Karnataka,India,Banking,7 LPA,780000.0,1312138.0,INR,2-5 years,2.0,5.0,Full-time,2026-06-15,"We are hiring a Data Analyst at Pinnacle Data Corp to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Python and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Python is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Python, Tableau"
JOB-000919,Database Administrator,Stratum Consulting,Chennai,Chennai,Tamil Nadu,India,Manufacturing,11 LPA,1150000.0,1817138.0,INR,1-2 years,1.0,2.0,Full-time,2026-08-24,"We are hiring a Other at Stratum Consulting to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL"
JOB-000920,Business Analytics Consultant,Pinnacle Data Corp,Ahmedabad,Ahmedabad,Gujarat,India,E-commerce,12 LPA,1225000.0,1504026.0,INR,5-5 years,5.0,5.0,Internship,2025-09-08,"We are hiring a Business Analyst at Pinnacle Data Corp to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, Statistics"
JOB-000921,Data Operations Executive,Nexora Data Labs,Delhi,Delhi,Delhi,India,Telecommunications,11 LPA,1150000.0,1608790.0,INR,1-2 years,,2.0,Contract,2026-06-30,"We are hiring a Other at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL"
JOB-000922,Data QA Engineer,TechNova Solutions,Ahmedabad,Ahmedabad,Gujarat,India,E-commerce,10 LPA,1000000.0,1223110.0,INR,0-1 years,0.0,1.0,Full-time,2026-06-15,"We are hiring a Other at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL"
JOB-000923,Junior Data Analyst,Orbit Tech Solutions,Chennai,Chennai,Tamil Nadu,India,Consulting,6 LPA,690000.0,1139893.0,INR,1-1 years,1.0,1.0,Full-time,2026-01-30,"We are hiring a Data Analyst at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau"
JOB-000924,Data Governance Analyst,Alpha Analytics,Gurgaon,Gurgaon,Haryana,India,Telecommunications,19 LPA,1900000.0,2562213.0,INR,6-8 years,6.0,8.0,Contract,2026-04-23,"We are hiring a Other at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL"
