job_id,job_title,company,location,city,state,country,industry,salary,salary_min,salary_max,currency,experience,experience_min,experience_max,employment_type,posting_date,job_description,skills,standardized_job_title,normalized_location,salary_average,experience_category,skills_count,posting_month,posting_year,posting_weekday,job_age_days,extracted_skills
JOB-000271,Data Scientist,Helix Analytics,Kochi,Kochi,Kerala,India,Banking,13 LPA,1380000.0,2155567.0,INR,1-2 years,1.0,2.0,Not Specified,2026-02-11,"We are hiring a Data Scientist at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with NumPy, Python and Scikit-learn. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,Python,Scikit-learn is required. If you are passionate about data and want to grow your career, apply today!","NumPy, Python, Scikit-learn",Data Scientist,Kochi,1767783.5,Entry Level,3,2.0,2026.0,Wednesday,200.0,NumPy; Python; Scikit-learn
JOB-000272,AI Engineer,FusionWorks,Bangalore,Bangalore,Karnataka,India,Banking,24 LPA,2400000.0,3801054.0,INR,4-6 years,4.0,6.0,Contract,2026-07-03,"We are hiring a Machine Learning Engineer at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Kubernetes, Machine Learning, NLP, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Kubernetes,Machine Learning is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Kubernetes, Machine Learning, NLP, Spark, TensorFlow",Machine Learning Engineer,Bangalore,3100527.0,Mid Level,6,7.0,2026.0,Friday,58.0,Computer Vision; Kubernetes; Machine Learning; NLP; Spark; TensorFlow
JOB-000273,Data Engineer - ETL,Nimbus Data,Kolkata,Kolkata,West Bengal,India,Information Technology,14 LPA,1495000.0,2024864.0,INR,1-1 years,1.0,1.0,Contract,2025-11-15,"We are hiring a Data Engineer at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with Airflow, Docker, PostgreSQL, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Docker,PostgreSQL is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Docker, PostgreSQL, Python, SQL, Spark",Data Engineer,Kolkata,1759932.0,Entry Level,6,11.0,2025.0,Saturday,288.0,Airflow; Docker; PostgreSQL; Python; SQL; Spark
JOB-000274,,Skyline Digital,Delhi,Delhi,Delhi,India,Healthcare,11 LPA,1120000.0,1851713.0,INR,4-4 years,4.0,4.0,Contract,2026-04-13,"We are hiring a Business Analyst at Skyline Digital to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, SQL, Statistics",Other,Delhi,1485856.5,Mid Level,5,4.0,2026.0,Monday,139.0,Data Visualization; Excel; Power BI; SQL; Statistics
JOB-000275,BI Developer,Helix Analytics,Mumbai,Mumbai,Maharashtra,India,Manufacturing,12 LPA,1280000.0,1280000.0,INR,4-5 years,4.0,5.0,Contract,2025-11-23,"We are hiring a BI Analyst at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, SQL, Tableau",Other,Mumbai,1280000.0,Mid Level,6,11.0,2025.0,Sunday,280.0,Data Visualization; Excel; Looker; Power BI; SQL; Tableau
JOB-000276,BI Developer,Stratum Consulting,Gurgaon,Gurgaon,Haryana,India,Consulting,12 LPA,1280000.0,1582041.0,INR,4-7 years,4.0,7.0,Full-time,2025-09-01,"We are hiring a BI Analyst at Stratum Consulting to join our data team in India. The ideal candidate will have strong experience with Excel, Looker, Power BI and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Looker,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Excel, Looker, Power BI, SQL",Other,Gurgaon,1431020.5,Mid Level,4,9.0,2025.0,Monday,363.0,Excel; Looker; Power BI; SQL
JOB-000277,Data Analytics Associate,Alpha Analytics,Pune,Pune,Maharashtra,India,Finance,8 LPA,869999.0,1346958.0,INR,3-5 years,3.0,5.0,Full-time,2026-08-11,"We are hiring a Data Analyst at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau",Other,Pune,1108478.5,Mid Level,6,8.0,2026.0,Tuesday,19.0,Data Visualization; Excel; Power BI; Python; SQL; Tableau
JOB-000278,Applied Data Scientist,CloudBridge Tech,Kolkata,Kolkata,West Bengal,India,Healthcare,15 LPA,2069239.0,2069239.0,INR,2-5 years,2.0,5.0,Full-time,2026-06-19,"We are hiring a Data Scientist at CloudBridge Tech to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Python, SQL, Scikit-learn and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Python is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Python, SQL, Scikit-learn, Statistics",Data Scientist,Kolkata,2069239.0,Entry Level,6,6.0,2026.0,Friday,72.0,Machine Learning; NumPy; Python; SQL; Scikit-learn; Statistics
JOB-000279,Junior Data Scientist,Quantum Data Labs,Mumbai,Mumbai,Maharashtra,India,Telecommunications,21 LPA,2100000.0,2993193.0,INR,5-5 years,5.0,5.0,Not Specified,2025-12-06,"We are hiring a Data Scientist at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with NumPy, Python, R and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,Python,R is required. If you are passionate about data and want to grow your career, apply today!","NumPy, Python, R, Statistics",Data Scientist,Mumbai,2546596.5,Mid Level,4,12.0,2025.0,Saturday,267.0,NumPy; Python; R; Statistics
JOB-000280,Senior BI Analyst,TechNova Solutions,Kochi,Kochi,Kerala,India,Information Technology,21 LPA,2127999.0,2953308.0,INR,6-6 years,6.0,6.0,Full-time,2026-08-14,"We are hiring a BI Analyst at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, SQL, Tableau",BI Analyst,Kochi,2540653.5,Senior Level,6,8.0,2026.0,Friday,16.0,Data Visualization; Excel; Looker; Power BI; SQL; Tableau
JOB-000281,Senior Data Analytics Associate,Lumina Digital,Pune,Pune,Maharashtra,India,Healthcare,18 LPA,1848000.0,2693380.0,INR,8-11 years,8.0,11.0,Full-time,2025-09-22,"We are hiring a Data Analyst at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Python, SQL, Tableau",Other,Pune,2270690.0,Senior Level,4,9.0,2025.0,Monday,342.0,Data Visualization; Python; SQL; Tableau
JOB-000282,Junior Business Analyst,Lumina Digital,Ahmedabad,Ahmedabad,Gujarat,India,Information Technology,10 LPA,1015000.0,1370934.0,INR,3-3 years,3.0,3.0,Contract,2026-08-02,"We are hiring a Business Analyst at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Business Analyst,Ahmedabad,1192967.0,Mid Level,6,8.0,2026.0,Sunday,28.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-000283,Senior Data Engineer - ETL,Skyline Digital,Mumbai,Mumbai,Maharashtra,India,Banking,37 LPA,3730999.0,6175116.0,INR,7-10 years,7.0,10.0,Internship,2025-10-13,"We are hiring a Data Engineer at Skyline Digital to join our data team in India. The ideal candidate will have strong experience with AWS, Docker, Hadoop, PostgreSQL, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Docker,Hadoop is required. If you are passionate about data and want to grow your career, apply today!","AWS, Docker, Hadoop, PostgreSQL, SQL, Spark",Data Engineer,Mumbai,4953057.5,Senior Level,6,10.0,2025.0,Monday,321.0,AWS; Docker; Hadoop; PostgreSQL; SQL; Spark
JOB-000284,Software Engineer - Data,Quantum Data Labs,Kolkata,Kolkata,West Bengal,India,Healthcare,14 LPA,1450000.0,2130262.0,INR,3-3 years,3.0,3.0,Full-time,2026-04-20,"We are hiring a Other at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Python is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Python, SQL",Other,Kolkata,1790131.0,Mid Level,4,4.0,2026.0,Monday,132.0,AWS; Excel; Python; SQL
JOB-000285,Senior Data Engineer - ETL,Skyline Digital,Hyderabad,Hyderabad,Telangana,India,Healthcare,34 LPA,3458000.0,5745739.0,INR,6-6 years,6.0,6.0,Internship,2025-11-19,"We are hiring a Data Engineer at Skyline Digital to join our data team in India. The ideal candidate will have strong experience with AWS, Docker, Hadoop and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Docker,Hadoop is required. If you are passionate about data and want to grow your career, apply today!","AWS, Docker, Hadoop, Spark",Data Engineer,Hyderabad,4601869.5,Senior Level,4,11.0,2025.0,Wednesday,284.0,AWS; Docker; Hadoop; Spark
JOB-000286,BI Consultant,DataPulse Inc,Pune,Pune,Maharashtra,India,Telecommunications,9 LPA,919999.0,1307266.0,INR,1-2 years,1.0,2.0,Internship,2026-06-20,"We are hiring a BI Analyst at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, SQL, Tableau",Other,Pune,1113632.5,Entry Level,6,6.0,2026.0,Saturday,71.0,Data Visualization; Excel; Looker; Power BI; SQL; Tableau
JOB-000287,Junior Data Engineer,Unknown,Mumbai,Mumbai,Maharashtra,India,Information Technology,16 LPA,1690000.0,2440888.0,INR,2-5 years,2.0,5.0,Full-time,2026-07-19,"We are hiring a Data Engineer at Meridian Data to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker, Hadoop, PostgreSQL, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, Hadoop, PostgreSQL, Python, SQL, Spark",Data Engineer,Mumbai,2065444.0,Entry Level,8,7.0,2026.0,Sunday,42.0,AWS; Airflow; Docker; Hadoop; PostgreSQL; Python; SQL; Spark
JOB-000288,Data Science Specialist,Quantum Data Labs,Chennai,Chennai,Tamil Nadu,India,Finance,22 LPA,2279999.0,3198076.0,INR,6-7 years,6.0,7.0,Full-time,,"We are hiring a Data Scientist at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with NumPy, Pandas and Scikit-learn. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,Pandas,Scikit-learn is required. If you are passionate about data and want to grow your career, apply today!","NumPy, Pandas, Scikit-learn",Other,Chennai,2739037.5,Senior Level,3,,,,,NumPy; Pandas; Scikit-learn
JOB-000289,Senior Data Scientist,Helix Analytics,Kochi,Unknown,Kerala,India,E-commerce,39 LPA,3947999.0,6418362.0,INR,9-11 years,9.0,11.0,Full-time,2026-06-04,"We are hiring a Data Scientist at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Python, R, SQL and Scikit-learn. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Python,R,SQL is required. If you are passionate about data and want to grow your career, apply today!","Python, R, SQL, Scikit-learn",Data Scientist,Kochi,5183180.5,Senior Level,4,6.0,2026.0,Thursday,87.0,Python; R; SQL; Scikit-learn
JOB-000290,Applied Data Scientist,AnalyticsHub,Kochi,Kochi,Kerala,India,Information Technology,13 LPA,1380000.0,1753750.0,INR,1-2 years,1.0,2.0,Contract,2026-01-19,"We are hiring a Data Scientist at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with NumPy, R, Scikit-learn and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,R,Scikit-learn is required. If you are passionate about data and want to grow your career, apply today!","NumPy, R, Scikit-learn, Statistics",Data Scientist,Kochi,1566875.0,Entry Level,4,1.0,2026.0,Monday,223.0,NumPy; R; Scikit-learn; Statistics
JOB-000291,Junior Business Analyst,Nexora Data Labs,Kochi,Kochi,Kerala,India,E-commerce,8 LPA,804999.0,1365460.0,INR,1-3 years,1.0,3.0,Full-time,2026-08-15,"We are hiring a Business Analyst at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Business Analyst,Kochi,1085229.5,Entry Level,6,8.0,2026.0,Saturday,15.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-000292,Data Analytics Associate,Stratum Consulting,Ahmedabad,Ahmedabad,Gujarat,India,Telecommunications,9 LPA,960000.0,1488218.0,INR,4-6 years,4.0,6.0,Full-time,2026-03-17,"We are hiring a Data Analyst at Stratum Consulting to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Power BI, Python, SQL, Tableau",Other,Ahmedabad,1224109.0,Mid Level,5,3.0,2026.0,Tuesday,166.0,Data Visualization; Power BI; Python; SQL; Tableau
JOB-000293,BI Analyst,FusionWorks,Mumbai,Mumbai,Maharashtra,India,Manufacturing,11 LPA,1160000.0,1646596.0,INR,3-4 years,3.0,4.0,Internship,2025-12-25,"We are hiring a BI Analyst at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, Tableau",BI Analyst,Mumbai,1403298.0,Mid Level,5,12.0,2025.0,Thursday,248.0,Data Visualization; Excel; Looker; Power BI; Tableau
JOB-000294,BI Analyst,Alpha Analytics,Kochi,Kochi,Kerala,India,E-commerce,11 LPA,1160000.0,1160000.0,INR,3-3 years,3.0,3.0,Full-time,2026-02-22,"We are hiring a BI Analyst at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Excel, Looker, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Looker,SQL is required. If you are passionate about data and want to grow your career, apply today!","Excel, Looker, SQL, Tableau",BI Analyst,Kochi,1160000.0,Mid Level,4,2.0,2026.0,Sunday,189.0,Excel; Looker; SQL; Tableau
JOB-000295,Junior Data Scientist,DataPulse Inc,Noida,Noida,Uttar Pradesh,India,Telecommunications,15 LPA,1560000.0,2628388.0,INR,2-4 years,2.0,4.0,Full-time,2026-01-27,"We are hiring a Data Scientist at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Python, SQL, Scikit-learn and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Python is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Python, SQL, Scikit-learn, Statistics",Data Scientist,Noida,2094194.0,Entry Level,6,1.0,2026.0,Tuesday,215.0,Machine Learning; NumPy; Python; SQL; Scikit-learn; Statistics
JOB-000296,AI Engineer,AnalyticsHub,Bangalore,Unknown,Karnataka,India,Finance,19 LPA,1950000.0,2685669.0,INR,2-5 years,2.0,5.0,Internship,2026-05-20,"We are hiring a Machine Learning Engineer at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NLP, SQL and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NLP,SQL is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NLP, SQL, TensorFlow",Machine Learning Engineer,Bangalore,2317834.5,Entry Level,4,5.0,2026.0,Wednesday,102.0,Machine Learning; NLP; SQL; TensorFlow
JOB-000297,Junior Data Scientist,Alpha Analytics,Bangalore,Bangalore,Karnataka,India,Finance,15 LPA,1560000.0,2019862.0,INR,2-2 years,2.0,2.0,Internship,2025-09-15,"We are hiring a Data Scientist at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Statistics is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Statistics",Data Scientist,Bangalore,1789931.0,Entry Level,3,9.0,2025.0,Monday,349.0,Machine Learning; NumPy; Statistics
JOB-000298,Senior Power BI Developer,AnalyticsHub,Bangalore,Bangalore,Karnataka,India,E-commerce,22 LPA,2295999.0,3636157.0,INR,7-7 years,7.0,7.0,Contract,2026-04-09,"We are hiring a BI Analyst at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,SQL is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, SQL, Tableau",Other,Bangalore,2966078.0,Senior Level,4,4.0,2026.0,Thursday,143.0,Data Visualization; Excel; SQL; Tableau
JOB-000299,Machine Learning Engineer,Lumina Digital,Ahmedabad,Ahmedabad,Gujarat,India,E-commerce,30 LPA,3074999.0,4042678.0,INR,7-8 years,7.0,8.0,Contract,2026-04-05,"We are hiring a Machine Learning Engineer at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with NLP, PyTorch, Python and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NLP,PyTorch,Python is required. If you are passionate about data and want to grow your career, apply today!","NLP, PyTorch, Python, TensorFlow",Machine Learning Engineer,Ahmedabad,3558838.5,Senior Level,4,4.0,2026.0,Sunday,147.0,NLP; PyTorch; Python; TensorFlow
JOB-000300,Senior Business Analyst,Nimbus Data,Delhi,Delhi,Delhi,India,Other,17 LPA,1714999.0,2102702.0,INR,5-5 years,5.0,5.0,Contract,2026-01-06,"We are hiring a Business Analyst at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, SQL, Statistics",Business Analyst,Delhi,1908850.5,Mid Level,5,1.0,2026.0,Tuesday,236.0,Data Visualization; Excel; Power BI; SQL; Statistics
JOB-000301,Senior Business Analytics Consultant,AnalyticsHub,Hyderabad,Hyderabad,Telangana,India,Banking,23 LPA,2302999.0,2985756.0,INR,9-10 years,9.0,10.0,Full-time,2025-11-16,"We are hiring a Business Analyst at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Other,Hyderabad,2644377.5,Senior Level,6,11.0,2025.0,Sunday,287.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-000302,Big Data Engineer,InfoSphere Systems,Ahmedabad,Ahmedabad,Gujarat,India,Consulting,,1690000.0,2066401.0,INR,,,,Internship,2026-05-17,"We are hiring a Data Engineer at InfoSphere Systems to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker, Hadoop, Kafka, PostgreSQL, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, Hadoop, Kafka, PostgreSQL, Python, SQL",Data Engineer,Ahmedabad,1878200.5,Not Specified,8,5.0,2026.0,Sunday,105.0,AWS; Airflow; Docker; Hadoop; Kafka; PostgreSQL; Python; SQL
JOB-000303,,Crestwave Systems,Chennai,Chennai,Tamil Nadu,India,E-commerce,11 LPA,1100000.0,1480513.0,INR,0-1 years,0.0,0.0,Contract,2026-01-04,"We are hiring a Analytics Engineer at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with DBT, Looker, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with DBT,Looker,Python is required. If you are passionate about data and want to grow your career, apply today!","DBT, Looker, Python, SQL",Other,Chennai,1290256.5,Fresher,4,1.0,2026.0,Sunday,238.0,DBT; Looker; Python; SQL
JOB-000304,Analytics Engineer,Vertex Insights,Hyderabad,Hyderabad,Telangana,India,Consulting,17 LPA,1760000.0,2747889.0,INR,4-4 years,4.0,4.0,Full-time,2025-12-12,"We are hiring a Analytics Engineer at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Git, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Git is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Git, Python, SQL, Snowflake",Analytics Engineer,Hyderabad,2253944.5,Mid Level,6,12.0,2025.0,Friday,261.0,Airflow; DBT; Git; Python; SQL; Snowflake
JOB-000305,Data Operations Executive,TechNova Solutions,Pune,Pune,Maharashtra,India,E-commerce,19 LPA,1900000.0,2932998.0,INR,,,,Contract,2026-04-19,"We are hiring a Other at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Git,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Git, Python, SQL",Other,Pune,2416499.0,Not Specified,3,4.0,2026.0,Sunday,133.0,Git; Python; SQL
JOB-000306,Junior Data Analyst,Zenith Analytics,Bangalore,Bangalore,Karnataka,India,Information Technology,9 LPA,960000.0,960000.0,INR,4-6 years,4.0,6.0,Full-time,2026-04-14,,"Data Visualization, Excel, Power BI",Data Analyst,Bangalore,960000.0,Mid Level,3,4.0,2026.0,Tuesday,138.0,Data Visualization; Excel; Power BI
JOB-000307,Junior Business Analyst,Quantum Data Labs,Delhi,Delhi,Delhi,India,Consulting,12 LPA,1890644.0,1890644.0,INR,5-8 years,5.0,8.0,Contract,2026-01-21,"We are hiring a Business Analyst at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,SQL is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, SQL",Business Analyst,Delhi,1890644.0,Mid Level,3,1.0,2026.0,Wednesday,221.0,Data Visualization; Excel; SQL
JOB-000308,AI Engineer,AnalyticsHub,Pune,Pune,Maharashtra,India,Telecommunications,21 LPA,2175000.0,3491657.0,INR,3-5 years,3.0,5.0,Internship,2025-11-13,"We are hiring a Machine Learning Engineer at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with NLP, Python and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NLP,Python,TensorFlow is required. If you are passionate about data and want to grow your career, apply today!","NLP, Python, TensorFlow",Machine Learning Engineer,Pune,2833328.5,Mid Level,3,11.0,2025.0,Thursday,290.0,NLP; Python; TensorFlow
JOB-000309,Data Engineer - ETL,Alpha Analytics,Ahmedabad,Ahmedabad,Gujarat,India,Finance,26 LPA,3708594.0,3708594.0,INR,,,,Contract,2026-04-02,"We are hiring a Data Engineer at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Airflow, Docker, Hadoop, Kafka, PostgreSQL, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Docker,Hadoop is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Docker, Hadoop, Kafka, PostgreSQL, Python, SQL",Data Engineer,Ahmedabad,3708594.0,Not Specified,7,4.0,2026.0,Thursday,150.0,Airflow; Docker; Hadoop; Kafka; PostgreSQL; Python; SQL
